FileName,FullPath,FileSize,CreationTime,LastWriteTime
launchSettings.json,C:\C@d3\HeadStart\API\SyncAPI\Properties\launchSettings.json,817,1/07/2020 11:20,1/07/2020 11:20
Controllers,C:\C@d3\HeadStart\API\SyncAPI\Controllers,0,1/07/2020 11:20,1/07/2020 12:01
Properties,C:\C@d3\HeadStart\API\SyncAPI\Properties,0,1/07/2020 11:20,1/07/2020 11:20
SyncAPI,C:\C@d3\HeadStart\API\SyncAPI,0,1/07/2020 11:20,3/07/2020 10:02
API,C:\C@d3\HeadStart\API,0,1/07/2020 11:20,1/07/2020 11:20
HeadStart,C:\C@d3\HeadStart,0,1/07/2020 11:19,1/07/2020 11:20
Create_Client_Site.ps1,C:\C@d3\Fields Client Site Creation\Create_Client_Site.ps1,7189,29/06/2020 1:35,2/07/2020 14:12
FIELDSTemplate.pnp,C:\C@d3\Fields Client Site Creation\FIELDSTemplate.pnp,77917,28/06/2020 9:01,1/07/2020 11:56
AlphaFS.2.2.6.0.chm,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\AlphaFS.2.2.6.0.chm,2750223,18/08/2018 18:39,3/07/2020 10:28
AlphaFS.dll,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net452\AlphaFS.dll,367616,18/08/2018 18:36,3/07/2020 10:28
AlphaFS.pdb,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net452\AlphaFS.pdb,1152512,18/08/2018 18:36,3/07/2020 10:28
AlphaFS.xml,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net452\AlphaFS.xml,2366018,18/08/2018 18:36,3/07/2020 10:28
AlphaFS.dll,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net451\AlphaFS.dll,367616,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.pdb,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net451\AlphaFS.pdb,1152512,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.xml,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net451\AlphaFS.xml,2366018,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.dll,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net45\AlphaFS.dll,367616,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.pdb,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net45\AlphaFS.pdb,1152512,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.xml,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net45\AlphaFS.xml,2366018,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.dll,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net40\AlphaFS.dll,366592,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.pdb,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net40\AlphaFS.pdb,1152512,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.xml,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net40\AlphaFS.xml,2366018,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.dll,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net35\AlphaFS.dll,365568,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.pdb,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net35\AlphaFS.pdb,1152512,18/08/2018 18:35,3/07/2020 10:28
AlphaFS.xml,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net35\AlphaFS.xml,2365334,18/08/2018 18:35,3/07/2020 10:28
CHANGELOG.md,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\CHANGELOG.md,28732,18/08/2018 18:26,3/07/2020 10:28
README.md,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\README.md,3058,18/08/2018 18:26,3/07/2020 10:28
LICENSE.md,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\LICENSE.md,1172,9/05/2018 19:12,3/07/2020 10:28
